content,aspect,label,sentiment_value
the food was amazing and the service was prompt and helpful but not over-bearing or rushed,food,1,1
the food was amazing and the service was prompt and helpful but not over-bearing or rushed,location,0,2
the food was amazing and the service was prompt and helpful but not over-bearing or rushed,restaurant,0,2
the food was amazing and the service was prompt and helpful but not over-bearing or rushed,service,1,1
the steak tartare is a great bet they fix it for you at the table,ambience,0,2
the steak tartare is a great bet they fix it for you at the table,drinks,0,2
the steak tartare is a great bet they fix it for you at the table,food,1,1
the steak tartare is a great bet they fix it for you at the table,location,0,2
the steak tartare is a great bet they fix it for you at the table,restaurant,0,2
the steak tartare is a great bet they fix it for you at the table,service,0,2
admittedly some nights inside the restaurant were rather warm but the open kitchen is part of the charm,ambience,1,1
admittedly some nights inside the restaurant were rather warm but the open kitchen is part of the charm,drinks,0,2
admittedly some nights inside the restaurant were rather warm but the open kitchen is part of the charm,food,0,2
admittedly some nights inside the restaurant were rather warm but the open kitchen is part of the charm,location,0,2
admittedly some nights inside the restaurant were rather warm but the open kitchen is part of the charm,restaurant,0,2
admittedly some nights inside the restaurant were rather warm but the open kitchen is part of the charm,service,0,2
great wine selection gigondas is worth the price and the house champagne is a great value,ambience,0,2
great wine selection gigondas is worth the price and the house champagne is a great value,drinks,1,1
great wine selection gigondas is worth the price and the house champagne is a great value,food,0,2
great wine selection gigondas is worth the price and the house champagne is a great value,location,0,2
great wine selection gigondas is worth the price and the house champagne is a great value,restaurant,0,2
great wine selection gigondas is worth the price and the house champagne is a great value,service,0,2
it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area,ambience,1,0
it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area,drinks,0,2
it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area,food,1,1
it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area,location,0,2
it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area,restaurant,0,2
it may be a bit packed on weekends but the vibe is good and it is the best french food you will find in the area,service,0,2
have recommended the place to friends always gets good response,ambience,0,2
have recommended the place to friends always gets good response,drinks,0,2
have recommended the place to friends always gets good response,food,0,2
have recommended the place to friends always gets good response,location,0,2
have recommended the place to friends always gets good response,restaurant,1,1
have recommended the place to friends always gets good response,service,0,2
pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best freshly baked bread,ambience,0,2
pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best freshly baked bread,drinks,0,2
pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best freshly baked bread,food,1,1
pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best freshly baked bread,location,0,2
pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best freshly baked bread,restaurant,0,2
pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best freshly baked bread,service,0,2
i take all my nyc guests to vt's,ambience,0,2
i take all my nyc guests to vt's,drinks,0,2
i take all my nyc guests to vt's,food,0,2
i take all my nyc guests to vt's,location,0,2
i take all my nyc guests to vt's,restaurant,1,1
i take all my nyc guests to vt's,service,0,2
not sure where the previous reviewer lonk dined but saul is in a great neighborhood and has great food,ambience,0,2
not sure where the previous reviewer lonk dined but saul is in a great neighborhood and has great food,drinks,0,2
not sure where the previous reviewer lonk dined but saul is in a great neighborhood and has great food,food,1,1
not sure where the previous reviewer lonk dined but saul is in a great neighborhood and has great food,location,1,1
not sure where the previous reviewer lonk dined but saul is in a great neighborhood and has great food,restaurant,0,2
not sure where the previous reviewer lonk dined but saul is in a great neighborhood and has great food,service,0,2
i've been there three times and have always had wonderful experiences,ambience,0,2
i've been there three times and have always had wonderful experiences,drinks,0,2
i've been there three times and have always had wonderful experiences,food,0,2
i've been there three times and have always had wonderful experiences,location,0,2
i've been there three times and have always had wonderful experiences,restaurant,1,1
i've been there three times and have always had wonderful experiences,service,0,2
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service,ambience,1,1
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service,drinks,0,2
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service,food,0,2
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service,location,0,2
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service,restaurant,1,1
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service,service,1,1
i'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and i all enjoy mizu very much and we're repeat customers,ambience,0,2
i'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and i all enjoy mizu very much and we're repeat customers,drinks,0,2
i'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and i all enjoy mizu very much and we're repeat customers,food,0,2
i'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and i all enjoy mizu very much and we're repeat customers,location,0,2
i'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and i all enjoy mizu very much and we're repeat customers,restaurant,1,1
i'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and i all enjoy mizu very much and we're repeat customers,service,0,2
even after they overcharged me the last time i was there,ambience,0,2
even after they overcharged me the last time i was there,drinks,0,2
even after they overcharged me the last time i was there,food,0,2
even after they overcharged me the last time i was there,location,0,2
even after they overcharged me the last time i was there,restaurant,0,2
even after they overcharged me the last time i was there,service,1,-1
make sure you have the spicy scallop roll ,ambience,0,2
make sure you have the spicy scallop roll ,drinks,0,2
make sure you have the spicy scallop roll ,food,1,1
make sure you have the spicy scallop roll ,location,0,2
make sure you have the spicy scallop roll ,restaurant,0,2
make sure you have the spicy scallop roll ,service,0,2
it's delicious,ambience,0,2
it's delicious,drinks,0,2
it's delicious,food,1,1
it's delicious,location,0,2
it's delicious,restaurant,0,2
it's delicious,service,0,2
moules were excellent lobster ravioli was very salty,ambience,0,2
moules were excellent lobster ravioli was very salty,drinks,0,2
moules were excellent lobster ravioli was very salty,food,1,1
moules were excellent lobster ravioli was very salty,location,0,2
moules were excellent lobster ravioli was very salty,restaurant,0,2
moules were excellent lobster ravioli was very salty,service,0,2
took my mom for mother's day and the maitre d' was pretty rude,ambience,0,2
took my mom for mother's day and the maitre d' was pretty rude,drinks,0,2
took my mom for mother's day and the maitre d' was pretty rude,food,0,2
took my mom for mother's day and the maitre d' was pretty rude,location,0,2
took my mom for mother's day and the maitre d' was pretty rude,restaurant,0,2
took my mom for mother's day and the maitre d' was pretty rude,service,1,-1
told us to sit anywhere and when we sat he said the table was reserved,ambience,0,2
told us to sit anywhere and when we sat he said the table was reserved,drinks,0,2
told us to sit anywhere and when we sat he said the table was reserved,food,0,2
told us to sit anywhere and when we sat he said the table was reserved,location,0,2
told us to sit anywhere and when we sat he said the table was reserved,restaurant,0,2
told us to sit anywhere and when we sat he said the table was reserved,service,1,-1
stepped on my foot on the second time he reached over me to adjust lighting,ambience,0,2
stepped on my foot on the second time he reached over me to adjust lighting,drinks,0,2
stepped on my foot on the second time he reached over me to adjust lighting,food,0,2
stepped on my foot on the second time he reached over me to adjust lighting,location,0,2
stepped on my foot on the second time he reached over me to adjust lighting,restaurant,0,2
stepped on my foot on the second time he reached over me to adjust lighting,service,1,-1
tiny dessert was $800just plain overpriced for what it is,ambience,0,2
tiny dessert was $800just plain overpriced for what it is,drinks,0,2
tiny dessert was $800just plain overpriced for what it is,food,1,-1
tiny dessert was $800just plain overpriced for what it is,location,0,2
tiny dessert was $800just plain overpriced for what it is,restaurant,0,2
tiny dessert was $800just plain overpriced for what it is,service,0,2
the drinks are always welll made and wine selection is fairly priced,ambience,0,2
the drinks are always welll made and wine selection is fairly priced,drinks,1,1
the drinks are always welll made and wine selection is fairly priced,food,0,2
the drinks are always welll made and wine selection is fairly priced,location,0,2
the drinks are always welll made and wine selection is fairly priced,restaurant,0,2
the drinks are always welll made and wine selection is fairly priced,service,0,2
try their chef's specials-- they are to die for,ambience,0,2
try their chef's specials-- they are to die for,drinks,0,2
try their chef's specials-- they are to die for,food,1,1
try their chef's specials-- they are to die for,location,0,2
try their chef's specials-- they are to die for,restaurant,0,2
try their chef's specials-- they are to die for,service,0,2
service is not exactly five star but thats not really a big deal,ambience,0,2
service is not exactly five star but thats not really a big deal,drinks,0,2
service is not exactly five star but thats not really a big deal,food,0,2
service is not exactly five star but thats not really a big deal,location,0,2
service is not exactly five star but thats not really a big deal,restaurant,0,2
service is not exactly five star but thats not really a big deal,service,1,0
downstairs lounge is always a good attraction,ambience,1,1
downstairs lounge is always a good attraction,drinks,0,2
downstairs lounge is always a good attraction,food,0,2
downstairs lounge is always a good attraction,location,0,2
downstairs lounge is always a good attraction,restaurant,0,2
downstairs lounge is always a good attraction,service,0,2
raga's is a romantic cozy restaurant,ambience,1,1
raga's is a romantic cozy restaurant,drinks,0,2
raga's is a romantic cozy restaurant,food,0,2
raga's is a romantic cozy restaurant,location,0,2
raga's is a romantic cozy restaurant,restaurant,0,2
raga's is a romantic cozy restaurant,service,0,2
the exotic food is beautifully presented and is a delight in delicious combinations,ambience,0,2
the exotic food is beautifully presented and is a delight in delicious combinations,drinks,0,2
the exotic food is beautifully presented and is a delight in delicious combinations,food,1,1
the exotic food is beautifully presented and is a delight in delicious combinations,location,0,2
the exotic food is beautifully presented and is a delight in delicious combinations,restaurant,0,2
the exotic food is beautifully presented and is a delight in delicious combinations,service,0,2
it is also extremely well priced,ambience,0,2
it is also extremely well priced,drinks,0,2
it is also extremely well priced,food,1,1
it is also extremely well priced,location,0,2
it is also extremely well priced,restaurant,0,2
it is also extremely well priced,service,0,2
the staff is incredibly helpful and attentive,ambience,0,2
the staff is incredibly helpful and attentive,drinks,0,2
the staff is incredibly helpful and attentive,food,0,2
the staff is incredibly helpful and attentive,location,0,2
the staff is incredibly helpful and attentive,restaurant,0,2
the staff is incredibly helpful and attentive,service,1,1
the bar is very well stocked with interesting beers and well priced wines,ambience,0,2
the bar is very well stocked with interesting beers and well priced wines,drinks,1,1
the bar is very well stocked with interesting beers and well priced wines,food,0,2
the bar is very well stocked with interesting beers and well priced wines,location,0,2
the bar is very well stocked with interesting beers and well priced wines,restaurant,0,2
the bar is very well stocked with interesting beers and well priced wines,service,0,2
this is one of my favorite restaurants and it is not to be missed,ambience,0,2
this is one of my favorite restaurants and it is not to be missed,drinks,0,2
this is one of my favorite restaurants and it is not to be missed,food,0,2
this is one of my favorite restaurants and it is not to be missed,location,0,2
this is one of my favorite restaurants and it is not to be missed,restaurant,1,1
this is one of my favorite restaurants and it is not to be missed,service,0,2
your friends will thank you for introducing them to this gem,ambience,0,2
your friends will thank you for introducing them to this gem,drinks,0,2
your friends will thank you for introducing them to this gem,food,0,2
your friends will thank you for introducing them to this gem,location,0,2
your friends will thank you for introducing them to this gem,restaurant,1,1
your friends will thank you for introducing them to this gem,service,0,2
when we stumbled on leon we thought that we had found quite the gem but we were certainly wrong,ambience,0,2
when we stumbled on leon we thought that we had found quite the gem but we were certainly wrong,drinks,0,2
when we stumbled on leon we thought that we had found quite the gem but we were certainly wrong,food,0,2
when we stumbled on leon we thought that we had found quite the gem but we were certainly wrong,location,0,2
when we stumbled on leon we thought that we had found quite the gem but we were certainly wrong,restaurant,1,-1
when we stumbled on leon we thought that we had found quite the gem but we were certainly wrong,service,0,2
the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet we were told no,ambience,0,2
the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet we were told no,drinks,0,2
the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet we were told no,food,0,2
the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet we were told no,location,0,2
the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet we were told no,restaurant,0,2
the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet we were told no,service,1,-1
then to top things off she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes,ambience,0,2
then to top things off she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes,drinks,0,2
then to top things off she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes,food,0,2
then to top things off she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes,location,0,2
then to top things off she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes,restaurant,0,2
then to top things off she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes,service,1,-1
such a disappointment,ambience,0,2
such a disappointment,drinks,0,2
such a disappointment,food,0,2
such a disappointment,location,0,2
such a disappointment,restaurant,0,2
such a disappointment,service,1,-1
rude service medicore foodthere are tons of restaurants in nystay away from this one,ambience,0,2
rude service medicore foodthere are tons of restaurants in nystay away from this one,drinks,0,2
rude service medicore foodthere are tons of restaurants in nystay away from this one,food,1,0
rude service medicore foodthere are tons of restaurants in nystay away from this one,location,0,2
rude service medicore foodthere are tons of restaurants in nystay away from this one,restaurant,1,-1
rude service medicore foodthere are tons of restaurants in nystay away from this one,service,1,-1
i had a grat time at jekyll and hyde,ambience,0,2
i had a grat time at jekyll and hyde,drinks,0,2
i had a grat time at jekyll and hyde,food,0,2
i had a grat time at jekyll and hyde,location,0,2
i had a grat time at jekyll and hyde,restaurant,1,1
i had a grat time at jekyll and hyde,service,0,2
i loved everythig about it-especially the shows and actors,ambience,1,1
i loved everythig about it-especially the shows and actors,drinks,0,2
i loved everythig about it-especially the shows and actors,food,0,2
i loved everythig about it-especially the shows and actors,location,0,2
i loved everythig about it-especially the shows and actors,restaurant,1,1
i loved everythig about it-especially the shows and actors,service,0,2
our server was very helpful and friendly,ambience,0,2
our server was very helpful and friendly,drinks,0,2
our server was very helpful and friendly,food,0,2
our server was very helpful and friendly,location,0,2
our server was very helpful and friendly,restaurant,0,2
our server was very helpful and friendly,service,1,1
i am bringing my whole family back next time,ambience,0,2
i am bringing my whole family back next time,drinks,0,2
i am bringing my whole family back next time,food,0,2
i am bringing my whole family back next time,location,0,2
i am bringing my whole family back next time,restaurant,1,1
i am bringing my whole family back next time,service,0,2
the food was good too,ambience,0,2
the food was good too,drinks,0,2
the food was good too,food,1,1
the food was good too,location,0,2
the food was good too,restaurant,0,2
the food was good too,service,0,2
the tuna and wasabe potatoes are excellent,ambience,0,2
the tuna and wasabe potatoes are excellent,drinks,0,2
the tuna and wasabe potatoes are excellent,food,1,1
the tuna and wasabe potatoes are excellent,location,0,2
the tuna and wasabe potatoes are excellent,restaurant,0,2
the tuna and wasabe potatoes are excellent,service,0,2
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful,ambience,0,2
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful,drinks,0,2
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful,food,0,2
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful,location,1,1
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful,restaurant,0,2
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful,service,0,2
inside is a little cramped but to be expected,ambience,1,0
inside is a little cramped but to be expected,drinks,0,2
inside is a little cramped but to be expected,food,0,2
inside is a little cramped but to be expected,location,0,2
inside is a little cramped but to be expected,restaurant,0,2
inside is a little cramped but to be expected,service,0,2
service was prompt and courteous,ambience,0,2
service was prompt and courteous,drinks,0,2
service was prompt and courteous,food,0,2
service was prompt and courteous,location,0,2
service was prompt and courteous,restaurant,0,2
service was prompt and courteous,service,1,1
this was a repeat visit and we'll definitely be back again,ambience,0,2
this was a repeat visit and we'll definitely be back again,drinks,0,2
this was a repeat visit and we'll definitely be back again,food,0,2
this was a repeat visit and we'll definitely be back again,location,0,2
this was a repeat visit and we'll definitely be back again,restaurant,1,1
this was a repeat visit and we'll definitely be back again,service,0,2
great service great food,ambience,0,2
great service great food,drinks,0,2
great service great food,food,1,1
great service great food,location,0,2
great service great food,restaurant,0,2
great service great food,service,1,1
prices are in line,ambience,0,2
prices are in line,drinks,0,2
prices are in line,food,0,2
prices are in line,location,0,2
prices are in line,restaurant,1,0
prices are in line,service,0,2
but too far east,ambience,0,2
but too far east,drinks,0,2
but too far east,food,0,2
but too far east,location,1,-1
but too far east,restaurant,0,2
but too far east,service,0,2
the pizza is delicious - they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzaria's,ambience,0,2
the pizza is delicious - they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzaria's,drinks,0,2
the pizza is delicious - they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzaria's,food,1,1
the pizza is delicious - they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzaria's,location,0,2
the pizza is delicious - they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzaria's,restaurant,0,2
the pizza is delicious - they use fresh mozzarella instead of the cheap frozen shredded cheese common to most pizzaria's,service,0,2
two complaints- their appetizer selection stinks it would be nice to get some mozzarella sticks on the menu,ambience,0,2
two complaints- their appetizer selection stinks it would be nice to get some mozzarella sticks on the menu,drinks,0,2
two complaints- their appetizer selection stinks it would be nice to get some mozzarella sticks on the menu,food,1,-1
two complaints- their appetizer selection stinks it would be nice to get some mozzarella sticks on the menu,location,0,2
two complaints- their appetizer selection stinks it would be nice to get some mozzarella sticks on the menu,restaurant,0,2
two complaints- their appetizer selection stinks it would be nice to get some mozzarella sticks on the menu,service,0,2
also because it is so thin it gets cold very quickly and its not that filling,ambience,0,2
also because it is so thin it gets cold very quickly and its not that filling,drinks,0,2
also because it is so thin it gets cold very quickly and its not that filling,food,1,-1
also because it is so thin it gets cold very quickly and its not that filling,location,0,2
also because it is so thin it gets cold very quickly and its not that filling,restaurant,0,2
also because it is so thin it gets cold very quickly and its not that filling,service,0,2
wait staff is blantently unappreciative of your business but its the best pie on the uws,ambience,0,2
wait staff is blantently unappreciative of your business but its the best pie on the uws,drinks,0,2
wait staff is blantently unappreciative of your business but its the best pie on the uws,food,1,1
wait staff is blantently unappreciative of your business but its the best pie on the uws,location,0,2
wait staff is blantently unappreciative of your business but its the best pie on the uws,restaurant,0,2
wait staff is blantently unappreciative of your business but its the best pie on the uws,service,1,-1
by far the best salad i have had in a fast food restaurant,ambience,0,2
by far the best salad i have had in a fast food restaurant,drinks,0,2
by far the best salad i have had in a fast food restaurant,food,1,1
by far the best salad i have had in a fast food restaurant,location,0,2
by far the best salad i have had in a fast food restaurant,restaurant,0,2
by far the best salad i have had in a fast food restaurant,service,0,2
fine dining restaurant quality,ambience,0,2
fine dining restaurant quality,drinks,0,2
fine dining restaurant quality,food,1,1
fine dining restaurant quality,location,0,2
fine dining restaurant quality,restaurant,0,2
fine dining restaurant quality,service,0,2
over 100 different choices to create your own,ambience,0,2
over 100 different choices to create your own,drinks,0,2
over 100 different choices to create your own,food,1,1
over 100 different choices to create your own,location,0,2
over 100 different choices to create your own,restaurant,0,2
over 100 different choices to create your own,service,0,2
a must try,ambience,0,2
a must try,drinks,0,2
a must try,food,0,2
a must try,location,0,2
a must try,restaurant,1,1
a must try,service,0,2
on a recent sunday afternoon a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt,ambience,0,2
on a recent sunday afternoon a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt,drinks,0,2
on a recent sunday afternoon a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt,food,0,2
on a recent sunday afternoon a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt,location,0,2
on a recent sunday afternoon a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt,restaurant,1,1
on a recent sunday afternoon a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt,service,0,2
this was the perfect quiet relaxing and delicious accompaniment to our afternoon of theater,ambience,1,1
this was the perfect quiet relaxing and delicious accompaniment to our afternoon of theater,drinks,0,2
this was the perfect quiet relaxing and delicious accompaniment to our afternoon of theater,food,1,1
this was the perfect quiet relaxing and delicious accompaniment to our afternoon of theater,location,0,2
this was the perfect quiet relaxing and delicious accompaniment to our afternoon of theater,restaurant,0,2
this was the perfect quiet relaxing and delicious accompaniment to our afternoon of theater,service,0,2
the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm,ambience,0,2
the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm,drinks,0,2
the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm,food,1,1
the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm,location,0,2
the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm,restaurant,0,2
the chicken pot pie is excpetiona the cheeseburger huge and delictable and the service professional wan warm,service,1,1
with so many poor experiences to be had in the theater district is truly an excellent find,ambience,0,2
with so many poor experiences to be had in the theater district is truly an excellent find,drinks,0,2
with so many poor experiences to be had in the theater district is truly an excellent find,food,0,2
with so many poor experiences to be had in the theater district is truly an excellent find,location,0,2
with so many poor experiences to be had in the theater district is truly an excellent find,restaurant,1,1
with so many poor experiences to be had in the theater district is truly an excellent find,service,0,2
we will return many times for this oasis in mid-town,ambience,0,2
we will return many times for this oasis in mid-town,drinks,0,2
we will return many times for this oasis in mid-town,food,0,2
we will return many times for this oasis in mid-town,location,0,2
we will return many times for this oasis in mid-town,restaurant,1,1
we will return many times for this oasis in mid-town,service,0,2
the staff is no nonsense,ambience,0,2
the staff is no nonsense,drinks,0,2
the staff is no nonsense,food,0,2
the staff is no nonsense,location,0,2
the staff is no nonsense,restaurant,0,2
the staff is no nonsense,service,1,1
the food options rule,ambience,0,2
the food options rule,drinks,0,2
the food options rule,food,1,1
the food options rule,location,0,2
the food options rule,restaurant,0,2
the food options rule,service,0,2
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else,ambience,0,2
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else,drinks,0,2
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else,food,1,1
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else,location,0,2
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else,restaurant,0,2
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else,service,0,2
worth visiting the 1st ave spot because it is the original store,ambience,0,2
worth visiting the 1st ave spot because it is the original store,drinks,0,2
worth visiting the 1st ave spot because it is the original store,food,0,2
worth visiting the 1st ave spot because it is the original store,location,0,2
worth visiting the 1st ave spot because it is the original store,restaurant,1,1
worth visiting the 1st ave spot because it is the original store,service,0,2
he served me an uni hand roll which i never had before and let me tell youit was heaven,ambience,0,2
he served me an uni hand roll which i never had before and let me tell youit was heaven,drinks,0,2
he served me an uni hand roll which i never had before and let me tell youit was heaven,food,1,1
he served me an uni hand roll which i never had before and let me tell youit was heaven,location,0,2
he served me an uni hand roll which i never had before and let me tell youit was heaven,restaurant,0,2
he served me an uni hand roll which i never had before and let me tell youit was heaven,service,0,2
the sake menu should not be overlooked,ambience,0,2
the sake menu should not be overlooked,drinks,1,1
the sake menu should not be overlooked,food,0,2
the sake menu should not be overlooked,location,0,2
the sake menu should not be overlooked,restaurant,0,2
the sake menu should not be overlooked,service,0,2
all in all this midtown gem instantly became one of my favorite sushi restaurants in the city,ambience,0,2
all in all this midtown gem instantly became one of my favorite sushi restaurants in the city,drinks,0,2
all in all this midtown gem instantly became one of my favorite sushi restaurants in the city,food,0,2
all in all this midtown gem instantly became one of my favorite sushi restaurants in the city,location,0,2
all in all this midtown gem instantly became one of my favorite sushi restaurants in the city,restaurant,1,1
all in all this midtown gem instantly became one of my favorite sushi restaurants in the city,service,0,2
try the lobster teriyaki and the rose special roll,ambience,0,2
try the lobster teriyaki and the rose special roll,drinks,0,2
try the lobster teriyaki and the rose special roll,food,1,1
try the lobster teriyaki and the rose special roll,location,0,2
try the lobster teriyaki and the rose special roll,restaurant,0,2
try the lobster teriyaki and the rose special roll,service,0,2
service was very good - prompt attentive and non-intrusive,ambience,0,2
service was very good - prompt attentive and non-intrusive,drinks,0,2
service was very good - prompt attentive and non-intrusive,food,0,2
service was very good - prompt attentive and non-intrusive,location,0,2
service was very good - prompt attentive and non-intrusive,restaurant,0,2
service was very good - prompt attentive and non-intrusive,service,1,1
food was very good as well considering that we tried the budget selection though i wish the pork belly that i ordered was roasted a bit longer so that fat was more of a melt-in-your-mouth experience,ambience,0,2
food was very good as well considering that we tried the budget selection though i wish the pork belly that i ordered was roasted a bit longer so that fat was more of a melt-in-your-mouth experience,drinks,0,2
food was very good as well considering that we tried the budget selection though i wish the pork belly that i ordered was roasted a bit longer so that fat was more of a melt-in-your-mouth experience,food,1,1
food was very good as well considering that we tried the budget selection though i wish the pork belly that i ordered was roasted a bit longer so that fat was more of a melt-in-your-mouth experience,location,0,2
food was very good as well considering that we tried the budget selection though i wish the pork belly that i ordered was roasted a bit longer so that fat was more of a melt-in-your-mouth experience,restaurant,0,2
food was very good as well considering that we tried the budget selection though i wish the pork belly that i ordered was roasted a bit longer so that fat was more of a melt-in-your-mouth experience,service,0,2
wine list selection is good and wine-by-the-glass was generously filled to the top,ambience,0,2
wine list selection is good and wine-by-the-glass was generously filled to the top,drinks,1,1
wine list selection is good and wine-by-the-glass was generously filled to the top,food,0,2
wine list selection is good and wine-by-the-glass was generously filled to the top,location,0,2
wine list selection is good and wine-by-the-glass was generously filled to the top,restaurant,0,2
wine list selection is good and wine-by-the-glass was generously filled to the top,service,0,2
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation,ambience,1,1
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation,drinks,0,2
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation,food,0,2
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation,location,0,2
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation,restaurant,0,2
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation,service,0,2
i've been to at cafe spice probably 5-8 times it is probably still the best indian restaurant around union square,ambience,0,2
i've been to at cafe spice probably 5-8 times it is probably still the best indian restaurant around union square,drinks,0,2
i've been to at cafe spice probably 5-8 times it is probably still the best indian restaurant around union square,food,0,2
i've been to at cafe spice probably 5-8 times it is probably still the best indian restaurant around union square,location,0,2
i've been to at cafe spice probably 5-8 times it is probably still the best indian restaurant around union square,restaurant,1,1
i've been to at cafe spice probably 5-8 times it is probably still the best indian restaurant around union square,service,0,2
to sum it up: service varies from good to mediorce depending on which waiter you get; generally it is just average ok,ambience,0,2
to sum it up: service varies from good to mediorce depending on which waiter you get; generally it is just average ok,drinks,0,2
to sum it up: service varies from good to mediorce depending on which waiter you get; generally it is just average ok,food,0,2
to sum it up: service varies from good to mediorce depending on which waiter you get; generally it is just average ok,location,0,2
to sum it up: service varies from good to mediorce depending on which waiter you get; generally it is just average ok,restaurant,0,2
to sum it up: service varies from good to mediorce depending on which waiter you get; generally it is just average ok,service,1,0
seating is always prompt though the restaurant does fill up in the evening,ambience,0,2
seating is always prompt though the restaurant does fill up in the evening,drinks,0,2
seating is always prompt though the restaurant does fill up in the evening,food,0,2
seating is always prompt though the restaurant does fill up in the evening,location,0,2
seating is always prompt though the restaurant does fill up in the evening,restaurant,0,2
seating is always prompt though the restaurant does fill up in the evening,service,1,1
