content,aspect,label,sentiment_value
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",graphics,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",hard_disc,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",hardware,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",keyboard,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",laptop,1,1
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",memory,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",motherboard,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",mouse,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",multimedia_devices,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",optical_drives,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",os,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",ports,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",power_supply,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",shipping,1,1
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",software,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",support,0,2
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product",warranty,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,battery,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,company,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,cpu,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,display,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,fans_cooling,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,graphics,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,hard_disc,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,hardware,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,keyboard,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,laptop,1,1
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,memory,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,motherboard,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,mouse,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,multimedia_devices,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,optical_drives,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,os,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,ports,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,power_supply,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,shipping,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,software,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,support,0,2
the macbook arrived in a nice twin packing and sealed in the box all the functions works great,warranty,0,2
speakers doesn't sound that great,battery,0,2
speakers doesn't sound that great,company,0,2
speakers doesn't sound that great,cpu,0,2
speakers doesn't sound that great,display,0,2
speakers doesn't sound that great,fans_cooling,0,2
speakers doesn't sound that great,graphics,0,2
speakers doesn't sound that great,hard_disc,0,2
speakers doesn't sound that great,hardware,0,2
speakers doesn't sound that great,keyboard,0,2
speakers doesn't sound that great,laptop,0,2
speakers doesn't sound that great,memory,0,2
speakers doesn't sound that great,motherboard,0,2
speakers doesn't sound that great,mouse,0,2
speakers doesn't sound that great,multimedia_devices,1,-1
speakers doesn't sound that great,optical_drives,0,2
speakers doesn't sound that great,os,0,2
speakers doesn't sound that great,ports,0,2
speakers doesn't sound that great,power_supply,0,2
speakers doesn't sound that great,shipping,0,2
speakers doesn't sound that great,software,0,2
speakers doesn't sound that great,support,0,2
speakers doesn't sound that great,warranty,0,2
love the speed especially,battery,0,2
love the speed especially,company,0,2
love the speed especially,cpu,0,2
love the speed especially,display,0,2
love the speed especially,fans_cooling,0,2
love the speed especially,graphics,0,2
love the speed especially,hard_disc,0,2
love the speed especially,hardware,0,2
love the speed especially,keyboard,0,2
love the speed especially,laptop,1,1
love the speed especially,memory,0,2
love the speed especially,motherboard,0,2
love the speed especially,mouse,0,2
love the speed especially,multimedia_devices,0,2
love the speed especially,optical_drives,0,2
love the speed especially,os,0,2
love the speed especially,ports,0,2
love the speed especially,power_supply,0,2
love the speed especially,shipping,0,2
love the speed especially,software,0,2
love the speed especially,support,0,2
love the speed especially,warranty,0,2
so glad i decided to upgrade,battery,0,2
so glad i decided to upgrade,company,0,2
so glad i decided to upgrade,cpu,0,2
so glad i decided to upgrade,display,0,2
so glad i decided to upgrade,fans_cooling,0,2
so glad i decided to upgrade,graphics,0,2
so glad i decided to upgrade,hard_disc,0,2
so glad i decided to upgrade,hardware,0,2
so glad i decided to upgrade,keyboard,0,2
so glad i decided to upgrade,laptop,1,1
so glad i decided to upgrade,memory,0,2
so glad i decided to upgrade,motherboard,0,2
so glad i decided to upgrade,mouse,0,2
so glad i decided to upgrade,multimedia_devices,0,2
so glad i decided to upgrade,optical_drives,0,2
so glad i decided to upgrade,os,0,2
so glad i decided to upgrade,ports,0,2
so glad i decided to upgrade,power_supply,0,2
so glad i decided to upgrade,shipping,0,2
so glad i decided to upgrade,software,0,2
so glad i decided to upgrade,support,0,2
so glad i decided to upgrade,warranty,0,2
i've owned this labtop for less then two months already the mouse button has broke,battery,0,2
i've owned this labtop for less then two months already the mouse button has broke,company,0,2
i've owned this labtop for less then two months already the mouse button has broke,cpu,0,2
i've owned this labtop for less then two months already the mouse button has broke,display,0,2
i've owned this labtop for less then two months already the mouse button has broke,fans_cooling,0,2
i've owned this labtop for less then two months already the mouse button has broke,graphics,0,2
i've owned this labtop for less then two months already the mouse button has broke,hard_disc,0,2
i've owned this labtop for less then two months already the mouse button has broke,hardware,0,2
i've owned this labtop for less then two months already the mouse button has broke,keyboard,0,2
i've owned this labtop for less then two months already the mouse button has broke,laptop,0,2
i've owned this labtop for less then two months already the mouse button has broke,memory,0,2
i've owned this labtop for less then two months already the mouse button has broke,motherboard,0,2
i've owned this labtop for less then two months already the mouse button has broke,mouse,1,-1
i've owned this labtop for less then two months already the mouse button has broke,multimedia_devices,0,2
i've owned this labtop for less then two months already the mouse button has broke,optical_drives,0,2
i've owned this labtop for less then two months already the mouse button has broke,os,0,2
i've owned this labtop for less then two months already the mouse button has broke,ports,0,2
i've owned this labtop for less then two months already the mouse button has broke,power_supply,0,2
i've owned this labtop for less then two months already the mouse button has broke,shipping,0,2
i've owned this labtop for less then two months already the mouse button has broke,software,0,2
i've owned this labtop for less then two months already the mouse button has broke,support,0,2
i've owned this labtop for less then two months already the mouse button has broke,warranty,0,2
still under warrenty so called toshiba no help at all,battery,0,2
still under warrenty so called toshiba no help at all,company,0,2
still under warrenty so called toshiba no help at all,cpu,0,2
still under warrenty so called toshiba no help at all,display,0,2
still under warrenty so called toshiba no help at all,fans_cooling,0,2
still under warrenty so called toshiba no help at all,graphics,0,2
still under warrenty so called toshiba no help at all,hard_disc,0,2
still under warrenty so called toshiba no help at all,hardware,0,2
still under warrenty so called toshiba no help at all,keyboard,0,2
still under warrenty so called toshiba no help at all,laptop,0,2
still under warrenty so called toshiba no help at all,memory,0,2
still under warrenty so called toshiba no help at all,motherboard,0,2
still under warrenty so called toshiba no help at all,mouse,0,2
still under warrenty so called toshiba no help at all,multimedia_devices,0,2
still under warrenty so called toshiba no help at all,optical_drives,0,2
still under warrenty so called toshiba no help at all,os,0,2
still under warrenty so called toshiba no help at all,ports,0,2
still under warrenty so called toshiba no help at all,power_supply,0,2
still under warrenty so called toshiba no help at all,shipping,0,2
still under warrenty so called toshiba no help at all,software,0,2
still under warrenty so called toshiba no help at all,support,1,-1
still under warrenty so called toshiba no help at all,warranty,0,2
i'm stuck w  a broken computer,battery,0,2
i'm stuck w  a broken computer,company,0,2
i'm stuck w  a broken computer,cpu,0,2
i'm stuck w  a broken computer,display,0,2
i'm stuck w  a broken computer,fans_cooling,0,2
i'm stuck w  a broken computer,graphics,0,2
i'm stuck w  a broken computer,hard_disc,0,2
i'm stuck w  a broken computer,hardware,0,2
i'm stuck w  a broken computer,keyboard,0,2
i'm stuck w  a broken computer,laptop,1,-1
i'm stuck w  a broken computer,memory,0,2
i'm stuck w  a broken computer,motherboard,0,2
i'm stuck w  a broken computer,mouse,0,2
i'm stuck w  a broken computer,multimedia_devices,0,2
i'm stuck w  a broken computer,optical_drives,0,2
i'm stuck w  a broken computer,os,0,2
i'm stuck w  a broken computer,ports,0,2
i'm stuck w  a broken computer,power_supply,0,2
i'm stuck w  a broken computer,shipping,0,2
i'm stuck w  a broken computer,software,0,2
i'm stuck w  a broken computer,support,0,2
i'm stuck w  a broken computer,warranty,0,2
will not buy another toshiba this is my second not happy w  either,battery,0,2
will not buy another toshiba this is my second not happy w  either,company,1,-1
will not buy another toshiba this is my second not happy w  either,cpu,0,2
will not buy another toshiba this is my second not happy w  either,display,0,2
will not buy another toshiba this is my second not happy w  either,fans_cooling,0,2
will not buy another toshiba this is my second not happy w  either,graphics,0,2
will not buy another toshiba this is my second not happy w  either,hard_disc,0,2
will not buy another toshiba this is my second not happy w  either,hardware,0,2
will not buy another toshiba this is my second not happy w  either,keyboard,0,2
will not buy another toshiba this is my second not happy w  either,laptop,1,-1
will not buy another toshiba this is my second not happy w  either,memory,0,2
will not buy another toshiba this is my second not happy w  either,motherboard,0,2
will not buy another toshiba this is my second not happy w  either,mouse,0,2
will not buy another toshiba this is my second not happy w  either,multimedia_devices,0,2
will not buy another toshiba this is my second not happy w  either,optical_drives,0,2
will not buy another toshiba this is my second not happy w  either,os,0,2
will not buy another toshiba this is my second not happy w  either,ports,0,2
will not buy another toshiba this is my second not happy w  either,power_supply,0,2
will not buy another toshiba this is my second not happy w  either,shipping,0,2
will not buy another toshiba this is my second not happy w  either,software,0,2
will not buy another toshiba this is my second not happy w  either,support,0,2
will not buy another toshiba this is my second not happy w  either,warranty,0,2
i love its solid build light wt and excellent battery life  for now,battery,1,1
i love its solid build light wt and excellent battery life  for now,company,0,2
i love its solid build light wt and excellent battery life  for now,cpu,0,2
i love its solid build light wt and excellent battery life  for now,display,0,2
i love its solid build light wt and excellent battery life  for now,fans_cooling,0,2
i love its solid build light wt and excellent battery life  for now,graphics,0,2
i love its solid build light wt and excellent battery life  for now,hard_disc,0,2
i love its solid build light wt and excellent battery life  for now,hardware,0,2
i love its solid build light wt and excellent battery life  for now,keyboard,0,2
i love its solid build light wt and excellent battery life  for now,laptop,1,1
i love its solid build light wt and excellent battery life  for now,memory,0,2
i love its solid build light wt and excellent battery life  for now,motherboard,0,2
i love its solid build light wt and excellent battery life  for now,mouse,0,2
i love its solid build light wt and excellent battery life  for now,multimedia_devices,0,2
i love its solid build light wt and excellent battery life  for now,optical_drives,0,2
i love its solid build light wt and excellent battery life  for now,os,0,2
i love its solid build light wt and excellent battery life  for now,ports,0,2
i love its solid build light wt and excellent battery life  for now,power_supply,0,2
i love its solid build light wt and excellent battery life  for now,shipping,0,2
i love its solid build light wt and excellent battery life  for now,software,0,2
i love its solid build light wt and excellent battery life  for now,support,0,2
i love its solid build light wt and excellent battery life  for now,warranty,0,2
excellent led monitor and well equipped,battery,0,2
excellent led monitor and well equipped,company,0,2
excellent led monitor and well equipped,cpu,0,2
excellent led monitor and well equipped,display,1,1
excellent led monitor and well equipped,fans_cooling,0,2
excellent led monitor and well equipped,graphics,0,2
excellent led monitor and well equipped,hard_disc,0,2
excellent led monitor and well equipped,hardware,0,2
excellent led monitor and well equipped,keyboard,0,2
excellent led monitor and well equipped,laptop,1,1
excellent led monitor and well equipped,memory,0,2
excellent led monitor and well equipped,motherboard,0,2
excellent led monitor and well equipped,mouse,0,2
excellent led monitor and well equipped,multimedia_devices,0,2
excellent led monitor and well equipped,optical_drives,0,2
excellent led monitor and well equipped,os,0,2
excellent led monitor and well equipped,ports,0,2
excellent led monitor and well equipped,power_supply,0,2
excellent led monitor and well equipped,shipping,0,2
excellent led monitor and well equipped,software,0,2
excellent led monitor and well equipped,support,0,2
excellent led monitor and well equipped,warranty,0,2
i love the apple products,battery,0,2
i love the apple products,company,1,1
i love the apple products,cpu,0,2
i love the apple products,display,0,2
i love the apple products,fans_cooling,0,2
i love the apple products,graphics,0,2
i love the apple products,hard_disc,0,2
i love the apple products,hardware,0,2
i love the apple products,keyboard,0,2
i love the apple products,laptop,0,2
i love the apple products,memory,0,2
i love the apple products,motherboard,0,2
i love the apple products,mouse,0,2
i love the apple products,multimedia_devices,0,2
i love the apple products,optical_drives,0,2
i love the apple products,os,0,2
i love the apple products,ports,0,2
i love the apple products,power_supply,0,2
i love the apple products,shipping,0,2
i love the apple products,software,0,2
i love the apple products,support,0,2
i love the apple products,warranty,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,battery,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,company,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,cpu,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,display,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,fans_cooling,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,graphics,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,hard_disc,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,hardware,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,keyboard,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,laptop,1,1
the toshiba mini notebook model nb 305-n410bl is a great little computer,memory,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,motherboard,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,mouse,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,multimedia_devices,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,optical_drives,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,os,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,ports,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,power_supply,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,shipping,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,software,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,support,0,2
the toshiba mini notebook model nb 305-n410bl is a great little computer,warranty,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,battery,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,company,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,cpu,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,display,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,fans_cooling,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,graphics,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,hard_disc,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,hardware,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,keyboard,1,1
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,laptop,1,1
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,memory,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,motherboard,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,mouse,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,multimedia_devices,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,optical_drives,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,os,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,ports,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,power_supply,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,shipping,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,software,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,support,0,2
it is easy to use its keyboard easily accommodates large hands and its weight is fantasic,warranty,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,battery,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,company,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,cpu,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,display,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,fans_cooling,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,graphics,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,hard_disc,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,hardware,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,keyboard,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,laptop,1,1
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,memory,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,motherboard,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,mouse,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,multimedia_devices,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,optical_drives,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,os,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,ports,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,power_supply,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,shipping,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,software,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,support,0,2
upgrading from windows 7 starter thru windows 7 home premium to windows 7 professional was a snap,warranty,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,battery,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,company,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,cpu,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,display,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,fans_cooling,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,graphics,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,hard_disc,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,hardware,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,keyboard,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,laptop,1,1
both upgrades were quickly accomplished after purchasing the necessary product key,memory,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,motherboard,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,mouse,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,multimedia_devices,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,optical_drives,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,os,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,ports,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,power_supply,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,shipping,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,software,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,support,0,2
both upgrades were quickly accomplished after purchasing the necessary product key,warranty,0,2
other installed features such as certain printer software are also most attractive,battery,0,2
other installed features such as certain printer software are also most attractive,company,0,2
other installed features such as certain printer software are also most attractive,cpu,0,2
other installed features such as certain printer software are also most attractive,display,0,2
other installed features such as certain printer software are also most attractive,fans_cooling,0,2
other installed features such as certain printer software are also most attractive,graphics,0,2
other installed features such as certain printer software are also most attractive,hard_disc,0,2
other installed features such as certain printer software are also most attractive,hardware,0,2
other installed features such as certain printer software are also most attractive,keyboard,0,2
other installed features such as certain printer software are also most attractive,laptop,1,1
other installed features such as certain printer software are also most attractive,memory,0,2
other installed features such as certain printer software are also most attractive,motherboard,0,2
other installed features such as certain printer software are also most attractive,mouse,0,2
other installed features such as certain printer software are also most attractive,multimedia_devices,0,2
other installed features such as certain printer software are also most attractive,optical_drives,0,2
other installed features such as certain printer software are also most attractive,os,0,2
other installed features such as certain printer software are also most attractive,ports,0,2
other installed features such as certain printer software are also most attractive,power_supply,0,2
other installed features such as certain printer software are also most attractive,shipping,0,2
other installed features such as certain printer software are also most attractive,software,0,2
other installed features such as certain printer software are also most attractive,support,0,2
other installed features such as certain printer software are also most attractive,warranty,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,battery,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,company,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,cpu,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,display,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,fans_cooling,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,graphics,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,hard_disc,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,hardware,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,keyboard,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,laptop,1,-1
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,memory,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,motherboard,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,mouse,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,multimedia_devices,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,optical_drives,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,os,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,ports,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,power_supply,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,shipping,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,software,0,2
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,support,1,-1
ever since i bought this laptop so far i've experience nothing but constant break downs of the laptop and bad customer services i received over the phone with toshiba customer services hotlines,warranty,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,battery,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,company,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,cpu,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,display,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,fans_cooling,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,graphics,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,hard_disc,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,hardware,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,keyboard,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,laptop,1,-1
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,memory,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,motherboard,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,mouse,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,multimedia_devices,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,optical_drives,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,os,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,ports,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,power_supply,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,shipping,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,software,0,2
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,support,1,-1
i constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed,warranty,0,2
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they don't have your history list of your calls right in front of them,battery,0,2
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they don't have your history list of your calls right in front of them,company,0,2
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they don't have your history list of your calls right in front of them,cpu,0,2
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they don't have your history list of your calls right in front of them,display,0,2
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they don't have your history list of your calls right in front of them,fans_cooling,0,2
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they don't have your history list of your calls right in front of them,graphics,0,2
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they don't have your history list of your calls right in front of them,hard_disc,0,2
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they don't have your history list of your calls right in front of them,hardware,0,2
toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another and i am not kidding you i called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again since they make it sound like they don't have your history list of your calls right in front of them,keyboard,0,2
